file_names,link,noput,absris,tahun
002318.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56258,PUT-002318.16/2020/PP/M.XIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002319.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/54550,PUT-002319.16/2019/PP/M.XIIA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002319.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77792,PUT-002319.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002320.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78174,PUT-002320.16/2020/PP/M.XIB Tahun 2022 ,Pajak Pertambahan Nilai (PPN),2022.0
002321.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/45931,PUT-002321.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002321.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77793,PUT-002321.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002322.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/45932,PUT-002322.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002322.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77794,PUT-002322.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002323.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46662,PUT-002323.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002323.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/81368,PUT-002323.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002323.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/81425,PUT-002323.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002323.16.2020w_2.txt,,,,
002324.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/45933,PUT-002324.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002324.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/84383,PUT-002324.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002325.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/45934,PUT-002325.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002325.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77795,PUT-002325.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002326.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/45935,PUT-002326.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002326.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78543,PUT-002326.16/2020/PP/M.XIB Tahun 2022 ,Pajak Pertambahan Nilai (PPN),2022.0
002327.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78144,PUT-002327.16/2020/PP/M.XIB Tahun 2022 ,Pajak Pertambahan Nilai (PPN),2022.0
002328.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64919,PUT-002328.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002328.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/81370,PUT-002328.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002328.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/81427,PUT-002328.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002328.16.2020w_2.txt,,,,
002329.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64920,PUT-002329.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002329.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77833,PUT-002329.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002330.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64921,PUT-002330.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002330.16.2020w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/77681,PUT-002330.16/2020/PP/M.XIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002331.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65017,PUT-002331.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002332.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64922,PUT-002332.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002333.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64924,PUT-002333.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002334.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46003,PUT-002334.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002334.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46085,PUT-002334.16/2019/PP/M.IVA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002334.16.2019w_2.txt,,,,
002335.16.2019_w.txt,,,,
002336.16.2019_w.txt,,,,
002336.16.2019_w_2.txt,,,,
002337.16.2019_w.txt,,,,
002337.16.2019_w_2.txt,,,,
002337.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74575,PUT-002337.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002338.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/64260,PUT-002338.16/2019/PP/M.IA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002338.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74230,PUT-002338.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002338.16.2020wr1.txt,,,,
002339.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/72733,PUT-002339.16/2019/PP/M.XIIIA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002339.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74231,PUT-002339.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002340.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/57892,PUT-002340.16/2019/PP/M.XlllA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002340.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74576,PUT-002340.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002341.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56159,PUT-002341.16/2019/PP/M.XVlllB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002341.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74577,PUT-002341.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002342.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56259,PUT-002342.16/2019/PP/M.XVlllB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002342.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/74578,PUT-002342.16/2020/PP/M.VA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002342.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78406,PUT-002342.16/2021/PP/M.XXA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002343.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56063,PUT-002343.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002343.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/72761,PUT-002343.16/2020/PP/M.XXA Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002343.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78407,PUT-002343.16/2021/PP/M.XXA Tahun 2022 ,Pajak Pertambahan Nilai (PPN),2022.0
002344.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56188,PUT-002344.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002344.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56189,PUT-002349.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002344.16.2019w_2.txt,,,,
002344.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/72760,PUT-002344.16/2020/PP/M.XXA Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002344.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78408,PUT-002344.16/2021/PP/M.XXA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002345.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56064,PUT-002345.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002345.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78409,PUT-002345.16/2021/PP/M.XXA Tahun 2022 ,Pajak Pertambahan Nilai (PPN),2022.0
002346.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56160,PUT-002346.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002346.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65371,PUT-002346.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002346.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78410,PUT-002346.16/2021/PP/M.XXA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002347.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56065,PUT-002347.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002347.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65372,PUT-002347.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002347.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/78411,PUT-002347.16/2021/PP/M.XXA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002348.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56260,PUT-002348.16/2019/PP/M.XVlllB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002348.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65373,PUT-002348.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002349.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65374,PUT-002349.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002349.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/87541,PUT-002349.16/2021/PP/M.XIIB Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002350.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56190,PUT-002350.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002350.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65375,PUT-002350.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002350.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/87542,PUT-002350.16/2021/PP/M.XIIB Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002351.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56066,PUT-002351.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002351.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65376,PUT-002351.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002351.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/87543,PUT-002351.16/2021/PP/M.XIIB Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002352.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/56261,PUT-002352.16/2019/PP/M.XVIIIB Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002352.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65377,PUT-002352.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002352.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/87544,PUT-002352.16/2021/PP/M.XIIB Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002353.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65378,PUT-002353.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002354.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/55227,PUTP1-002354.16/2019/PP/M.IVA Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002354.16.2019_w.txt,,,,
002354.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65379,PUT-002354.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002355.16.2019w-.txt,,,,
002355.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46006,PUT-002355.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002355.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46088,PUT-002355.16/2019/PP/M.IVA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002355.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/55228,PUTP1-002355.16/2019/PP/M.IVA Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002355.16.2019w_2.txt,,,,
002355.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65380,PUT-002355.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002356.16.2019_w.txt,,,,
002356.16.2019_w_2.txt,,,,
002356.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65381,PUT-002356.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002356.16.2021w.txt,,,,
002357.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46231,PUT-002357.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002357.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65382,PUT-002357.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002358.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46232,PUT-002358.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002358.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65383,PUT-002358.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002359.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46008,PUT-002359.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002359.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46090,PUT-002359.16/2019 /PP/M.IVA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002359.16.2019w_2.txt,,,,
002359.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65384,PUT-002359.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002360.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46091,PUT-002360.16/ 2019/PP/M.IVA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002360.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65385,PUT-002360.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002361.16.2019w-.txt,,,,
002361.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46233,PUT-002361.16/2019/PP/M.rvA Tahun 2020,PPN,2020.0
002361.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/55229,PUTP 1-002361.16/2019/PP/M.IVA Tahun 2021,Pajak Pertambahan Nilai (PPN),2021.0
002361.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65386,PUT-002361.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002362.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46009,PUT-002362.16/2019/PP/M.IVA Tahun 2020,PPN,2020.0
002362.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46092,PUT-002362.16/ 2019/PP/M.IVA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002362.16.2019w_2.txt,,,,
002362.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65387,PUT-002362.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002362.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/84261,PUT-002362.16/2022/PP/M.IIIA Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002362.16.2022w.txt,,,,
002363.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65388,PUT-002363.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002363.16.2022w.txt,,,,
002364.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65389,PUT-002364.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002364.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/84262,PUT-002364.16/2022/PP/M.IIIA Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002364.16.2022w.txt,,,,
002365.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65390,PUT-002365.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002365.16.2021w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/84263,PUT-002365.16/2022/PP/M.IIIA Tahun 2023,Pajak Pertambahan Nilai (PPN),2023.0
002365.16.2022w.txt,,,,
002366.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65391,PUT-002366.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002366.16.2022w.txt,,,,
002367.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65392,PUT-002367.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002367.16.2022w.txt,,,,
002368.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65393,PUT-002368.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002368.16.2022w.txt,,,,
002369.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65394,PUT-002369.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002369.16.2022w.txt,,,,
002370.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65395,PUT-002370.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002370.16.2022w.txt,,,,
002371.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65396,PUT-002371.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002372.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65397,PUT-002372.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002373.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65398,PUT-002373.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002374.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65399,PUT-002374.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002376.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65401,PUT-002376.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002377.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/48386,PUT-002377.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002377.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65402,PUT-002377.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002378.16.2019w-.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46159,PUT-002378.16/2019/PP/M.IIB Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002378.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65403,PUT-002378.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002378.16.2021w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/69265,PUT-002378.16/2021/PP/M.IIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002379.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/46663,PUT-002379.16/2019/PP/M.IIB Tahun 2020,PPN,2020.0
002379.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/65404,PUT-002379.16/2020/PP/M.IA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002379.16.2021w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/69383,PUT-002379.16/2021/PP/M.IIB Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002380.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76497,PUT-002380.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002381.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76498,PUT-002381.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002382.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76716,PUT-002382.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2020.0
002383.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76418,PUT-002383.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002384.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80873,PUT-002384.16/2019/PP/M.IIIA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002384.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76499,PUT-002384.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002385.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80874,PUT-002385.16/2019/PP/M.IIIA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002385.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76718,PUT-002385.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002386.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80875,PUT-002386.16/2019/PP/M.IIIA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002386.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76719,PUT-002386.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002387.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80876,PUT-002387.16/2019/PP/M.IllA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002387.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76622,PUT-002387.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002387.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76720,PUT-002387.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002387.16.2020w_2.txt,,,,
002388.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80877,PUT-002388.16/2019/PP/M.IllA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002388.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76420,PUT-002388.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002389.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76721,PUT-002389.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002390.16.2019w.txt,http://setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/80878,PUT-002390.16/2019/PP/M.IllA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
002390.16.2020w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/76421,PUT-002390.16/2020/PP/M.XA Tahun 2022,Pajak Pertambahan Nilai (PPN),2022.0
002391.16.2019w.txt,http://www.setpp.kemenkeu.go.id/risalah/ambilFileDariDisk/49595,PUT-002391.16/2019/PP/M.XXA Tahun 2020,Pajak Pertambahan Nilai (PPN),2020.0
